county,state_id,state_name,Lat,Long,population,TOTALCOUNTCONFIRMED,TOTALCOUNTDEATHS,NEWCOUNTCONFIRMED,NEWCOUNTDEATHS,Date
Solano,CA,California,38.27,121.9329,441829,8655,79,130,0,2020-11-14
Solano,CA,California,38.27,121.9329,441829,8713,79,58,0,2020-11-15
Solano,CA,California,38.27,121.9329,441829,8827,79,114,0,2020-11-16
Solano,CA,California,38.27,121.9329,441829,8905,80,78,1,2020-11-17
Solano,CA,California,38.27,121.9329,441829,8994,80,89,0,2020-11-18
Solano,CA,California,38.27,121.9329,441829,9093,80,99,0,2020-11-19
Solano,CA,California,38.27,121.9329,441829,9216,80,123,0,2020-11-20
Solano,CA,California,38.27,121.9329,441829,9290,80,74,0,2020-11-21
Solano,CA,California,38.27,121.9329,441829,9363,80,73,0,2020-11-22
Solano,CA,California,38.27,121.9329,441829,9394,81,31,1,2020-11-23
Solano,CA,California,38.27,121.9329,441829,9716,81,322,0,2020-11-24
Solano,CA,California,38.27,121.9329,441829,9832,81,116,0,2020-11-25
Solano,CA,California,38.27,121.9329,441829,9941,81,109,0,2020-11-26
Solano,CA,California,38.27,121.9329,441829,10044,81,103,0,2020-11-27
Solano,CA,California,38.27,121.9329,441829,10252,81,208,0,2020-11-28
Solano,CA,California,38.27,121.9329,441829,10393,81,141,0,2020-11-29
Solano,CA,California,38.27,121.9329,441829,10392,81,-1,0,2020-11-30
Solano,CA,California,38.27,121.9329,441829,10604,81,212,0,2020-12-01
Solano,CA,California,38.27,121.9329,441829,10701,81,97,0,2020-12-02
Solano,CA,California,38.27,121.9329,441829,10857,81,156,0,2020-12-03
Solano,CA,California,38.27,121.9329,441829,11037,85,180,4,2020-12-04
Solano,CA,California,38.27,121.9329,441829,11351,85,314,0,2020-12-05
Solano,CA,California,38.27,121.9329,441829,11354,85,3,0,2020-12-06
Solano,CA,California,38.27,121.9329,441829,11354,85,0,0,2020-12-07
Solano,CA,California,38.27,121.9329,441829,11669,85,315,0,2020-12-08
Solano,CA,California,38.27,121.9329,441829,11862,90,193,5,2020-12-09
Solano,CA,California,38.27,121.9329,441829,12017,91,155,1,2020-12-10
Solano,CA,California,38.27,121.9329,441829,12554,91,537,0,2020-12-11
Solano,CA,California,38.27,121.9329,441829,12748,91,194,0,2020-12-12
Solano,CA,California,38.27,121.9329,441829,13276,91,528,0,2020-12-13
Solano,CA,California,38.27,121.9329,441829,13352,91,76,0,2020-12-14
Solano,CA,California,38.27,121.9329,441829,13796,91,444,0,2020-12-15
Solano,CA,California,38.27,121.9329,441829,14157,93,361,2,2020-12-16
Solano,CA,California,38.27,121.9329,441829,14361,93,204,0,2020-12-17
Solano,CA,California,38.27,121.9329,441829,14667,93,306,0,2020-12-18
Solano,CA,California,38.27,121.9329,441829,15204,93,537,0,2020-12-19
Solano,CA,California,38.27,121.9329,441829,15533,93,329,0,2020-12-20
Solano,CA,California,38.27,121.9329,441829,15878,94,345,1,2020-12-21
Solano,CA,California,38.27,121.9329,441829,16229,94,351,0,2020-12-22
Solano,CA,California,38.27,121.9329,441829,16626,95,397,1,2020-12-23
Solano,CA,California,38.27,121.9329,441829,16872,95,246,0,2020-12-24
Solano,CA,California,38.27,121.9329,441829,17280,95,408,0,2020-12-25
Solano,CA,California,38.27,121.9329,441829,17528,95,248,0,2020-12-26
Solano,CA,California,38.27,121.9329,441829,17840,95,312,0,2020-12-27
Solano,CA,California,38.27,121.9329,441829,18171,95,331,0,2020-12-28
Solano,CA,California,38.27,121.9329,441829,18412,98,241,3,2020-12-29
Solano,CA,California,38.27,121.9329,441829,18540,98,128,0,2020-12-30
Solano,CA,California,38.27,121.9329,441829,18942,98,402,0,2020-12-31
Solano,CA,California,38.27,121.9329,441829,19393,98,451,0,2021-01-01
Solano,CA,California,38.27,121.9329,441829,19805,98,412,0,2021-01-02
Solano,CA,California,38.27,121.9329,441829,20100,98,295,0,2021-01-03
Solano,CA,California,38.27,121.9329,441829,20588,100,488,2,2021-01-04
Solano,CA,California,38.27,121.9329,441829,20860,102,272,2,2021-01-05
Solano,CA,California,38.27,121.9329,441829,21102,102,242,0,2021-01-06
Solano,CA,California,38.27,121.9329,441829,21384,102,282,0,2021-01-07
Solano,CA,California,38.27,121.9329,441829,21832,102,448,0,2021-01-08
Solano,CA,California,38.27,121.9329,441829,22226,102,394,0,2021-01-09
Solano,CA,California,38.27,121.9329,441829,22621,102,395,0,2021-01-10
Solano,CA,California,38.27,121.9329,441829,22893,102,272,0,2021-01-11
Solano,CA,California,38.27,121.9329,441829,23160,102,267,0,2021-01-12
Solano,CA,California,38.27,121.9329,441829,23503,102,343,0,2021-01-13
Solano,CA,California,38.27,121.9329,441829,23782,105,279,3,2021-01-14
Solano,CA,California,38.27,121.9329,441829,24222,105,440,0,2021-01-15
Solano,CA,California,38.27,121.9329,441829,24732,105,510,0,2021-01-16
Solano,CA,California,38.27,121.9329,441829,25216,105,484,0,2021-01-17
Solano,CA,California,38.27,121.9329,441829,25344,105,128,0,2021-01-18
Solano,CA,California,38.27,121.9329,441829,25520,106,176,1,2021-01-19
Solano,CA,California,38.27,121.9329,441829,25659,107,139,1,2021-01-20
Solano,CA,California,38.27,121.9329,441829,25885,108,226,1,2021-01-21
Solano,CA,California,38.27,121.9329,441829,26048,111,163,3,2021-01-22
Solano,CA,California,38.27,121.9329,441829,26261,111,213,0,2021-01-23
Solano,CA,California,38.27,121.9329,441829,26515,111,254,0,2021-01-24
Solano,CA,California,38.27,121.9329,441829,26648,115,133,4,2021-01-25
Solano,CA,California,38.27,121.9329,441829,26858,118,210,3,2021-01-26
Solano,CA,California,38.27,121.9329,441829,26982,121,124,3,2021-01-27
Solano,CA,California,38.27,121.9329,441829,27163,122,181,1,2021-01-28
Solano,CA,California,38.27,121.9329,441829,27352,122,189,0,2021-01-29
Solano,CA,California,38.27,121.9329,441829,27511,122,159,0,2021-01-30
Solano,CA,California,38.27,121.9329,441829,27678,122,167,0,2021-01-31
Solano,CA,California,38.27,121.9329,441829,27844,122,166,0,2021-02-01
Solano,CA,California,38.27,121.9329,441829,27963,127,119,5,2021-02-02
Solano,CA,California,38.27,121.9329,441829,28057,129,94,2,2021-02-03
Solano,CA,California,38.27,121.9329,441829,28192,134,135,5,2021-02-04
Solano,CA,California,38.27,121.9329,441829,28283,134,91,0,2021-02-05
Solano,CA,California,38.27,121.9329,441829,28446,134,163,0,2021-02-06
Solano,CA,California,38.27,121.9329,441829,28567,134,121,0,2021-02-07
Solano,CA,California,38.27,121.9329,441829,28644,134,77,0,2021-02-08
Solano,CA,California,38.27,121.9329,441829,28769,140,125,6,2021-02-09
Solano,CA,California,38.27,121.9329,441829,28835,140,66,0,2021-02-10
Solano,CA,California,38.27,121.9329,441829,28885,140,50,0,2021-02-11
Solano,CA,California,38.27,121.9329,441829,28996,140,111,0,2021-02-12
Solano,CA,California,38.27,121.9329,441829,29084,140,88,0,2021-02-13
Solano,CA,California,38.27,121.9329,441829,29150,140,66,0,2021-02-14
Solano,CA,California,38.27,121.9329,441829,29225,140,75,0,2021-02-15
Solano,CA,California,38.27,121.9329,441829,29246,149,21,9,2021-02-16
Solano,CA,California,38.27,121.9329,441829,29288,156,42,7,2021-02-17
Solano,CA,California,38.27,121.9329,441829,29349,156,61,0,2021-02-18
Solano,CA,California,38.27,121.9329,441829,29383,161,34,5,2021-02-19
Solano,CA,California,38.27,121.9329,441829,29440,161,57,0,2021-02-20
Solano,CA,California,38.27,121.9329,441829,29471,161,31,0,2021-02-21
Solano,CA,California,38.27,121.9329,441829,29508,161,37,0,2021-02-22
Solano,CA,California,38.27,121.9329,441829,29545,160,37,-1,2021-02-23
Solano,CA,California,38.27,121.9329,441829,29577,164,32,4,2021-02-24
Solano,CA,California,38.27,121.9329,441829,29616,164,39,0,2021-02-25
Solano,CA,California,38.27,121.9329,441829,29651,164,35,0,2021-02-26
Solano,CA,California,38.27,121.9329,441829,29718,164,67,0,2021-02-27
Solano,CA,California,38.27,121.9329,441829,29758,164,40,0,2021-02-28
Solano,CA,California,38.27,121.9329,441829,29779,164,21,0,2021-03-01
Solano,CA,California,38.27,121.9329,441829,29827,164,48,0,2021-03-02
Solano,CA,California,38.27,121.9329,441829,29866,165,39,1,2021-03-03
Solano,CA,California,38.27,121.9329,441829,29905,165,39,0,2021-03-04
Solano,CA,California,38.27,121.9329,441829,29951,167,46,2,2021-03-05
Solano,CA,California,38.27,121.9329,441829,30000,167,49,0,2021-03-06
Solano,CA,California,38.27,121.9329,441829,30027,167,27,0,2021-03-07
Solano,CA,California,38.27,121.9329,441829,30068,167,41,0,2021-03-08
Solano,CA,California,38.27,121.9329,441829,30090,171,22,4,2021-03-09
Solano,CA,California,38.27,121.9329,441829,30111,177,21,6,2021-03-10
Solano,CA,California,38.27,121.9329,441829,30138,177,27,0,2021-03-11
Monterey,CA,California,36.2172,121.2392,433410,1,0,1,0,2020-03-18
Monterey,CA,California,36.2172,121.2392,433410,3,0,2,0,2020-03-19
Monterey,CA,California,36.2172,121.2392,433410,4,0,1,0,2020-03-20
Monterey,CA,California,36.2172,121.2392,433410,8,1,4,1,2020-03-21
Monterey,CA,California,36.2172,121.2392,433410,14,1,6,0,2020-03-22
Monterey,CA,California,36.2172,121.2392,433410,14,1,0,0,2020-03-23
Monterey,CA,California,36.2172,121.2392,433410,23,1,9,0,2020-03-24
Monterey,CA,California,36.2172,121.2392,433410,23,1,0,0,2020-03-25
Monterey,CA,California,36.2172,121.2392,433410,25,1,2,0,2020-03-26
Monterey,CA,California,36.2172,121.2392,433410,26,1,1,0,2020-03-27
Monterey,CA,California,36.2172,121.2392,433410,32,1,6,0,2020-03-28
Monterey,CA,California,36.2172,121.2392,433410,36,1,4,0,2020-03-29
Monterey,CA,California,36.2172,121.2392,433410,41,1,5,0,2020-03-30
Monterey,CA,California,36.2172,121.2392,433410,43,2,2,1,2020-03-31
Monterey,CA,California,36.2172,121.2392,433410,47,2,4,0,2020-04-01
Monterey,CA,California,36.2172,121.2392,433410,50,2,3,0,2020-04-02
Monterey,CA,California,36.2172,121.2392,433410,58,2,8,0,2020-04-03
Monterey,CA,California,36.2172,121.2392,433410,61,2,3,0,2020-04-04
Monterey,CA,California,36.2172,121.2392,433410,61,2,0,0,2020-04-05
Monterey,CA,California,36.2172,121.2392,433410,62,2,1,0,2020-04-06
Monterey,CA,California,36.2172,121.2392,433410,63,2,1,0,2020-04-07
Monterey,CA,California,36.2172,121.2392,433410,68,3,5,1,2020-04-08
Monterey,CA,California,36.2172,121.2392,433410,70,3,2,0,2020-04-09
Monterey,CA,California,36.2172,121.2392,433410,78,3,8,0,2020-04-10
Monterey,CA,California,36.2172,121.2392,433410,78,3,0,0,2020-04-11
Monterey,CA,California,36.2172,121.2392,433410,85,3,7,0,2020-04-12
Monterey,CA,California,36.2172,121.2392,433410,89,3,4,0,2020-04-13
Monterey,CA,California,36.2172,121.2392,433410,98,3,9,0,2020-04-14
Monterey,CA,California,36.2172,121.2392,433410,106,3,8,0,2020-04-15
Monterey,CA,California,36.2172,121.2392,433410,116,3,10,0,2020-04-16
Monterey,CA,California,36.2172,121.2392,433410,119,3,3,0,2020-04-17
Monterey,CA,California,36.2172,121.2392,433410,135,3,16,0,2020-04-18
Monterey,CA,California,36.2172,121.2392,433410,140,4,5,1,2020-04-19
Monterey,CA,California,36.2172,121.2392,433410,147,4,7,0,2020-04-20
Monterey,CA,California,36.2172,121.2392,433410,151,4,4,0,2020-04-21
Monterey,CA,California,36.2172,121.2392,433410,154,4,3,0,2020-04-22
Monterey,CA,California,36.2172,121.2392,433410,161,4,7,0,2020-04-23
Monterey,CA,California,36.2172,121.2392,433410,167,4,6,0,2020-04-24
Monterey,CA,California,36.2172,121.2392,433410,173,4,6,0,2020-04-25
Monterey,CA,California,36.2172,121.2392,433410,182,4,9,0,2020-04-26
Monterey,CA,California,36.2172,121.2392,433410,185,4,3,0,2020-04-27
Monterey,CA,California,36.2172,121.2392,433410,191,4,6,0,2020-04-28
Monterey,CA,California,36.2172,121.2392,433410,204,5,13,1,2020-04-29
Monterey,CA,California,36.2172,121.2392,433410,213,5,9,0,2020-04-30
Monterey,CA,California,36.2172,121.2392,433410,222,5,9,0,2020-05-01
Monterey,CA,California,36.2172,121.2392,433410,225,6,3,1,2020-05-02
Monterey,CA,California,36.2172,121.2392,433410,235,6,10,0,2020-05-03
Monterey,CA,California,36.2172,121.2392,433410,237,6,2,0,2020-05-04
Monterey,CA,California,36.2172,121.2392,433410,240,6,3,0,2020-05-05
Monterey,CA,California,36.2172,121.2392,433410,246,6,6,0,2020-05-06
Monterey,CA,California,36.2172,121.2392,433410,249,6,3,0,2020-05-07
Monterey,CA,California,36.2172,121.2392,433410,265,6,16,0,2020-05-08
Monterey,CA,California,36.2172,121.2392,433410,273,6,8,0,2020-05-09
Monterey,CA,California,36.2172,121.2392,433410,282,6,9,0,2020-05-10
Monterey,CA,California,36.2172,121.2392,433410,286,6,4,0,2020-05-11
Monterey,CA,California,36.2172,121.2392,433410,298,6,12,0,2020-05-12
Monterey,CA,California,36.2172,121.2392,433410,309,6,11,0,2020-05-13
Monterey,CA,California,36.2172,121.2392,433410,317,6,8,0,2020-05-14
Monterey,CA,California,36.2172,121.2392,433410,321,8,4,2,2020-05-15
Monterey,CA,California,36.2172,121.2392,433410,329,8,8,0,2020-05-16
Monterey,CA,California,36.2172,121.2392,433410,342,8,13,0,2020-05-17
Monterey,CA,California,36.2172,121.2392,433410,345,8,3,0,2020-05-18
Monterey,CA,California,36.2172,121.2392,433410,350,8,5,0,2020-05-19
Monterey,CA,California,36.2172,121.2392,433410,356,8,6,0,2020-05-20
Monterey,CA,California,36.2172,121.2392,433410,363,8,7,0,2020-05-21
Monterey,CA,California,36.2172,121.2392,433410,372,8,9,0,2020-05-22
Monterey,CA,California,36.2172,121.2392,433410,397,8,25,0,2020-05-23
Monterey,CA,California,36.2172,121.2392,433410,405,8,8,0,2020-05-24
Monterey,CA,California,36.2172,121.2392,433410,418,8,13,0,2020-05-25
Monterey,CA,California,36.2172,121.2392,433410,424,8,6,0,2020-05-26
Monterey,CA,California,36.2172,121.2392,433410,443,8,19,0,2020-05-27
Monterey,CA,California,36.2172,121.2392,433410,471,8,28,0,2020-05-28
Monterey,CA,California,36.2172,121.2392,433410,479,10,8,2,2020-05-29
Monterey,CA,California,36.2172,121.2392,433410,520,10,41,0,2020-05-30
Monterey,CA,California,36.2172,121.2392,433410,545,10,25,0,2020-05-31
Monterey,CA,California,36.2172,121.2392,433410,554,10,9,0,2020-06-01
Monterey,CA,California,36.2172,121.2392,433410,582,10,28,0,2020-06-02
Monterey,CA,California,36.2172,121.2392,433410,592,10,10,0,2020-06-03
Monterey,CA,California,36.2172,121.2392,433410,621,10,29,0,2020-06-04
Monterey,CA,California,36.2172,121.2392,433410,649,10,28,0,2020-06-05
Monterey,CA,California,36.2172,121.2392,433410,679,10,30,0,2020-06-06
Monterey,CA,California,36.2172,121.2392,433410,732,10,53,0,2020-06-07
Monterey,CA,California,36.2172,121.2392,433410,751,10,19,0,2020-06-08
Monterey,CA,California,36.2172,121.2392,433410,772,11,21,1,2020-06-09
Monterey,CA,California,36.2172,121.2392,433410,791,11,19,0,2020-06-10
Monterey,CA,California,36.2172,121.2392,433410,813,11,22,0,2020-06-11
Monterey,CA,California,36.2172,121.2392,433410,864,11,51,0,2020-06-12
Monterey,CA,California,36.2172,121.2392,433410,900,11,36,0,2020-06-13
Monterey,CA,California,36.2172,121.2392,433410,949,12,49,1,2020-06-14
Monterey,CA,California,36.2172,121.2392,433410,998,12,49,0,2020-06-15
Monterey,CA,California,36.2172,121.2392,433410,1019,12,21,0,2020-06-16
Monterey,CA,California,36.2172,121.2392,433410,1077,12,58,0,2020-06-17
Monterey,CA,California,36.2172,121.2392,433410,1127,12,50,0,2020-06-18
Monterey,CA,California,36.2172,121.2392,433410,1159,12,32,0,2020-06-19
Monterey,CA,California,36.2172,121.2392,433410,1181,12,22,0,2020-06-20
Monterey,CA,California,36.2172,121.2392,433410,1227,12,46,0,2020-06-21
Monterey,CA,California,36.2172,121.2392,433410,1293,12,66,0,2020-06-22
Monterey,CA,California,36.2172,121.2392,433410,1346,12,53,0,2020-06-23
Monterey,CA,California,36.2172,121.2392,433410,1407,12,61,0,2020-06-24
Monterey,CA,California,36.2172,121.2392,433410,1430,12,23,0,2020-06-25
Monterey,CA,California,36.2172,121.2392,433410,1454,12,24,0,2020-06-26
Monterey,CA,California,36.2172,121.2392,433410,1462,12,8,0,2020-06-27
Monterey,CA,California,36.2172,121.2392,433410,1579,12,117,0,2020-06-28
Monterey,CA,California,36.2172,121.2392,433410,1656,14,77,2,2020-06-29
Monterey,CA,California,36.2172,121.2392,433410,1687,15,31,1,2020-06-30
Monterey,CA,California,36.2172,121.2392,433410,1705,15,18,0,2020-07-01
Monterey,CA,California,36.2172,121.2392,433410,1796,15,91,0,2020-07-02
Monterey,CA,California,36.2172,121.2392,433410,1804,15,8,0,2020-07-03
Monterey,CA,California,36.2172,121.2392,433410,1878,15,74,0,2020-07-04
Monterey,CA,California,36.2172,121.2392,433410,1994,15,116,0,2020-07-05
Monterey,CA,California,36.2172,121.2392,433410,2078,15,84,0,2020-07-06
Monterey,CA,California,36.2172,121.2392,433410,2166,17,88,2,2020-07-07
Monterey,CA,California,36.2172,121.2392,433410,2182,17,16,0,2020-07-08
Monterey,CA,California,36.2172,121.2392,433410,2223,17,41,0,2020-07-09
Monterey,CA,California,36.2172,121.2392,433410,2285,18,62,1,2020-07-10
Monterey,CA,California,36.2172,121.2392,433410,2376,18,91,0,2020-07-11
Monterey,CA,California,36.2172,121.2392,433410,2521,18,145,0,2020-07-12
Monterey,CA,California,36.2172,121.2392,433410,2613,18,92,0,2020-07-13
Monterey,CA,California,36.2172,121.2392,433410,2724,18,111,0,2020-07-14
Monterey,CA,California,36.2172,121.2392,433410,2780,18,56,0,2020-07-15
Monterey,CA,California,36.2172,121.2392,433410,2857,18,77,0,2020-07-16
Monterey,CA,California,36.2172,121.2392,433410,2922,18,65,0,2020-07-17
Monterey,CA,California,36.2172,121.2392,433410,3020,18,98,0,2020-07-18
Monterey,CA,California,36.2172,121.2392,433410,3079,18,59,0,2020-07-19
Monterey,CA,California,36.2172,121.2392,433410,3205,19,126,1,2020-07-20
Monterey,CA,California,36.2172,121.2392,433410,3404,21,199,2,2020-07-21
Monterey,CA,California,36.2172,121.2392,433410,3533,21,129,0,2020-07-22
Monterey,CA,California,36.2172,121.2392,433410,3655,22,122,1,2020-07-23
Monterey,CA,California,36.2172,121.2392,433410,3748,22,93,0,2020-07-24
Monterey,CA,California,36.2172,121.2392,433410,3805,22,57,0,2020-07-25
Monterey,CA,California,36.2172,121.2392,433410,3901,23,96,1,2020-07-26
Monterey,CA,California,36.2172,121.2392,433410,3960,23,59,0,2020-07-27
Monterey,CA,California,36.2172,121.2392,433410,4047,24,87,1,2020-07-28
Monterey,CA,California,36.2172,121.2392,433410,4252,26,205,2,2020-07-29
Monterey,CA,California,36.2172,121.2392,433410,4352,26,100,0,2020-07-30
Monterey,CA,California,36.2172,121.2392,433410,4493,26,141,0,2020-07-31
Monterey,CA,California,36.2172,121.2392,433410,4611,30,118,4,2020-08-01
Monterey,CA,California,36.2172,121.2392,433410,4698,30,87,0,2020-08-02
Monterey,CA,California,36.2172,121.2392,433410,4806,30,108,0,2020-08-03
Monterey,CA,California,36.2172,121.2392,433410,4892,34,86,4,2020-08-04
Monterey,CA,California,36.2172,121.2392,433410,4936,34,44,0,2020-08-05
Monterey,CA,California,36.2172,121.2392,433410,5001,35,65,1,2020-08-06
Monterey,CA,California,36.2172,121.2392,433410,5041,35,40,0,2020-08-07
Monterey,CA,California,36.2172,121.2392,433410,5101,35,60,0,2020-08-08
Monterey,CA,California,36.2172,121.2392,433410,5199,35,98,0,2020-08-09
Monterey,CA,California,36.2172,121.2392,433410,5358,35,159,0,2020-08-10
Monterey,CA,California,36.2172,121.2392,433410,5624,37,266,2,2020-08-11
Monterey,CA,California,36.2172,121.2392,433410,5919,39,295,2,2020-08-12
Monterey,CA,California,36.2172,121.2392,433410,5925,40,6,1,2020-08-13
Monterey,CA,California,36.2172,121.2392,433410,6121,41,196,1,2020-08-14
Monterey,CA,California,36.2172,121.2392,433410,6162,46,41,5,2020-08-15
Monterey,CA,California,36.2172,121.2392,433410,6516,46,354,0,2020-08-16
Monterey,CA,California,36.2172,121.2392,433410,6553,46,37,0,2020-08-17
Monterey,CA,California,36.2172,121.2392,433410,6691,46,138,0,2020-08-18
Monterey,CA,California,36.2172,121.2392,433410,6693,47,2,1,2020-08-19
Monterey,CA,California,36.2172,121.2392,433410,6892,49,199,2,2020-08-20
Monterey,CA,California,36.2172,121.2392,433410,6974,51,82,2,2020-08-21
Monterey,CA,California,36.2172,121.2392,433410,7081,52,107,1,2020-08-22
Monterey,CA,California,36.2172,121.2392,433410,7173,52,92,0,2020-08-23
Monterey,CA,California,36.2172,121.2392,433410,7212,52,39,0,2020-08-24
Monterey,CA,California,36.2172,121.2392,433410,7333,53,121,1,2020-08-25
Monterey,CA,California,36.2172,121.2392,433410,7439,53,106,0,2020-08-26
Monterey,CA,California,36.2172,121.2392,433410,7501,53,62,0,2020-08-27
Monterey,CA,California,36.2172,121.2392,433410,7591,55,90,2,2020-08-28
Monterey,CA,California,36.2172,121.2392,433410,7680,55,89,0,2020-08-29
Monterey,CA,California,36.2172,121.2392,433410,7816,56,136,1,2020-08-30
Monterey,CA,California,36.2172,121.2392,433410,7839,58,23,2,2020-08-31
Monterey,CA,California,36.2172,121.2392,433410,7926,58,87,0,2020-09-01
Monterey,CA,California,36.2172,121.2392,433410,8070,58,144,0,2020-09-02
Monterey,CA,California,36.2172,121.2392,433410,8128,58,58,0,2020-09-03
Monterey,CA,California,36.2172,121.2392,433410,8208,58,80,0,2020-09-04
Monterey,CA,California,36.2172,121.2392,433410,8301,58,93,0,2020-09-05
Monterey,CA,California,36.2172,121.2392,433410,8403,58,102,0,2020-09-06
Monterey,CA,California,36.2172,121.2392,433410,8463,59,60,1,2020-09-07
Monterey,CA,California,36.2172,121.2392,433410,8491,62,28,3,2020-09-08
Monterey,CA,California,36.2172,121.2392,433410,8527,62,36,0,2020-09-09
Monterey,CA,California,36.2172,121.2392,433410,8570,62,43,0,2020-09-10
Monterey,CA,California,36.2172,121.2392,433410,8595,64,25,2,2020-09-11
Monterey,CA,California,36.2172,121.2392,433410,8743,64,148,0,2020-09-12
Monterey,CA,California,36.2172,121.2392,433410,8826,64,83,0,2020-09-13
Monterey,CA,California,36.2172,121.2392,433410,8845,64,19,0,2020-09-14
Monterey,CA,California,36.2172,121.2392,433410,8943,65,98,1,2020-09-15
Monterey,CA,California,36.2172,121.2392,433410,8997,65,54,0,2020-09-16
Monterey,CA,California,36.2172,121.2392,433410,9113,65,116,0,2020-09-17
Monterey,CA,California,36.2172,121.2392,433410,9183,66,70,1,2020-09-18
Monterey,CA,California,36.2172,121.2392,433410,9237,67,54,1,2020-09-19
Monterey,CA,California,36.2172,121.2392,433410,9312,67,75,0,2020-09-20
Monterey,CA,California,36.2172,121.2392,433410,9331,69,19,2,2020-09-21
Monterey,CA,California,36.2172,121.2392,433410,9393,70,62,1,2020-09-22
Monterey,CA,California,36.2172,121.2392,433410,9452,70,59,0,2020-09-23
Monterey,CA,California,36.2172,121.2392,433410,9544,70,92,0,2020-09-24
Monterey,CA,California,36.2172,121.2392,433410,9581,71,37,1,2020-09-25
Monterey,CA,California,36.2172,121.2392,433410,9651,71,70,0,2020-09-26
Monterey,CA,California,36.2172,121.2392,433410,9724,72,73,1,2020-09-27
Monterey,CA,California,36.2172,121.2392,433410,9780,72,56,0,2020-09-28
Monterey,CA,California,36.2172,121.2392,433410,9826,73,46,1,2020-09-29
Monterey,CA,California,36.2172,121.2392,433410,9898,73,72,0,2020-09-30
Monterey,CA,California,36.2172,121.2392,433410,9958,74,60,1,2020-10-01
Monterey,CA,California,36.2172,121.2392,433410,9997,74,39,0,2020-10-02
Monterey,CA,California,36.2172,121.2392,433410,10092,75,95,1,2020-10-03
Monterey,CA,California,36.2172,121.2392,433410,10141,75,49,0,2020-10-04
Monterey,CA,California,36.2172,121.2392,433410,10187,75,46,0,2020-10-05
Monterey,CA,California,36.2172,121.2392,433410,10235,75,48,0,2020-10-06
Monterey,CA,California,36.2172,121.2392,433410,10272,78,37,3,2020-10-07
Monterey,CA,California,36.2172,121.2392,433410,10343,78,71,0,2020-10-08
Monterey,CA,California,36.2172,121.2392,433410,10369,78,26,0,2020-10-09
Monterey,CA,California,36.2172,121.2392,433410,10410,78,41,0,2020-10-10
Monterey,CA,California,36.2172,121.2392,433410,10445,80,35,2,2020-10-11
Monterey,CA,California,36.2172,121.2392,433410,10473,80,28,0,2020-10-12
Monterey,CA,California,36.2172,121.2392,433410,10574,81,101,1,2020-10-13
Monterey,CA,California,36.2172,121.2392,433410,10616,81,42,0,2020-10-14
Monterey,CA,California,36.2172,121.2392,433410,10677,82,61,1,2020-10-15
Monterey,CA,California,36.2172,121.2392,433410,10727,82,50,0,2020-10-16
Monterey,CA,California,36.2172,121.2392,433410,10807,83,80,1,2020-10-17
Monterey,CA,California,36.2172,121.2392,433410,10872,83,65,0,2020-10-18
Monterey,CA,California,36.2172,121.2392,433410,10907,83,35,0,2020-10-19
Monterey,CA,California,36.2172,121.2392,433410,10942,84,35,1,2020-10-20
Monterey,CA,California,36.2172,121.2392,433410,11005,86,63,2,2020-10-21
Monterey,CA,California,36.2172,121.2392,433410,11059,87,54,1,2020-10-22
Monterey,CA,California,36.2172,121.2392,433410,11099,89,40,2,2020-10-23
Monterey,CA,California,36.2172,121.2392,433410,11153,91,54,2,2020-10-24
Monterey,CA,California,36.2172,121.2392,433410,11182,91,29,0,2020-10-25
Monterey,CA,California,36.2172,121.2392,433410,11207,90,25,-1,2020-10-26
Monterey,CA,California,36.2172,121.2392,433410,11261,91,54,1,2020-10-27
Monterey,CA,California,36.2172,121.2392,433410,11330,92,69,1,2020-10-28
Monterey,CA,California,36.2172,121.2392,433410,11425,95,95,3,2020-10-29
Monterey,CA,California,36.2172,121.2392,433410,11491,95,66,0,2020-10-30
Monterey,CA,California,36.2172,121.2392,433410,11539,96,48,1,2020-10-31
Monterey,CA,California,36.2172,121.2392,433410,11587,96,48,0,2020-11-01
Monterey,CA,California,36.2172,121.2392,433410,11602,96,15,0,2020-11-02
Monterey,CA,California,36.2172,121.2392,433410,11703,97,101,1,2020-11-03
Monterey,CA,California,36.2172,121.2392,433410,11743,99,40,2,2020-11-04
Monterey,CA,California,36.2172,121.2392,433410,11784,99,41,0,2020-11-05
Monterey,CA,California,36.2172,121.2392,433410,11914,99,130,0,2020-11-06
Monterey,CA,California,36.2172,121.2392,433410,12025,101,111,2,2020-11-07
Monterey,CA,California,36.2172,121.2392,433410,12122,101,97,0,2020-11-08
Monterey,CA,California,36.2172,121.2392,433410,12148,101,26,0,2020-11-09
Monterey,CA,California,36.2172,121.2392,433410,12335,102,187,1,2020-11-10
Monterey,CA,California,36.2172,121.2392,433410,12417,103,82,1,2020-11-11
Monterey,CA,California,36.2172,121.2392,433410,12489,103,72,0,2020-11-12
Monterey,CA,California,36.2172,121.2392,433410,12681,107,192,4,2020-11-13
Monterey,CA,California,36.2172,121.2392,433410,12854,108,173,1,2020-11-14
Monterey,CA,California,36.2172,121.2392,433410,12999,110,145,2,2020-11-15
Monterey,CA,California,36.2172,121.2392,433410,13089,110,90,0,2020-11-16
Monterey,CA,California,36.2172,121.2392,433410,13220,111,131,1,2020-11-17
Monterey,CA,California,36.2172,121.2392,433410,13340,111,120,0,2020-11-18
Monterey,CA,California,36.2172,121.2392,433410,13369,111,29,0,2020-11-19
