county,state_id,state_name,Lat,Long,population,TOTALCOUNTCONFIRMED,TOTALCOUNTDEATHS,NEWCOUNTCONFIRMED,NEWCOUNTDEATHS,Date
Santa Clara,CA,California,37.2318,121.6951,1927470,151,6,151,6,2020-03-18
Santa Clara,CA,California,37.2318,121.6951,1927470,183,8,32,2,2020-03-19
Santa Clara,CA,California,37.2318,121.6951,1927470,246,8,63,0,2020-03-20
Santa Clara,CA,California,37.2318,121.6951,1927470,269,10,23,2,2020-03-21
Santa Clara,CA,California,37.2318,121.6951,1927470,284,13,15,3,2020-03-22
Santa Clara,CA,California,37.2318,121.6951,1927470,336,13,52,0,2020-03-23
Santa Clara,CA,California,37.2318,121.6951,1927470,389,17,53,4,2020-03-24
Santa Clara,CA,California,37.2318,121.6951,1927470,452,20,63,3,2020-03-25
Santa Clara,CA,California,37.2318,121.6951,1927470,487,20,35,0,2020-03-26
Santa Clara,CA,California,37.2318,121.6951,1927470,557,25,70,5,2020-03-27
Santa Clara,CA,California,37.2318,121.6951,1927470,587,27,30,2,2020-03-28
Santa Clara,CA,California,37.2318,121.6951,1927470,591,30,4,3,2020-03-29
Santa Clara,CA,California,37.2318,121.6951,1927470,745,31,154,1,2020-03-30
Santa Clara,CA,California,37.2318,121.6951,1927470,777,30,32,-1,2020-03-31
Santa Clara,CA,California,37.2318,121.6951,1927470,805,33,28,3,2020-04-01
Santa Clara,CA,California,37.2318,121.6951,1927470,908,38,103,5,2020-04-02
Santa Clara,CA,California,37.2318,121.6951,1927470,983,39,75,1,2020-04-03
Santa Clara,CA,California,37.2318,121.6951,1927470,1045,39,62,0,2020-04-04
Santa Clara,CA,California,37.2318,121.6951,1927470,1052,42,7,3,2020-04-05
Santa Clara,CA,California,37.2318,121.6951,1927470,1128,43,76,1,2020-04-06
Santa Clara,CA,California,37.2318,121.6951,1927470,1193,46,65,3,2020-04-07
Santa Clara,CA,California,37.2318,121.6951,1927470,1257,47,64,1,2020-04-08
Santa Clara,CA,California,37.2318,121.6951,1927470,1301,49,44,2,2020-04-09
Santa Clara,CA,California,37.2318,121.6951,1927470,1351,52,50,3,2020-04-10
Santa Clara,CA,California,37.2318,121.6951,1927470,1441,52,90,0,2020-04-11
Santa Clara,CA,California,37.2318,121.6951,1927470,1461,53,20,1,2020-04-12
Santa Clara,CA,California,37.2318,121.6951,1927470,1542,60,81,7,2020-04-13
Santa Clara,CA,California,37.2318,121.6951,1927470,1561,66,19,6,2020-04-14
Santa Clara,CA,California,37.2318,121.6951,1927470,1692,66,131,0,2020-04-15
Santa Clara,CA,California,37.2318,121.6951,1927470,1789,69,97,3,2020-04-16
Santa Clara,CA,California,37.2318,121.6951,1927470,1834,73,45,4,2020-04-17
Santa Clara,CA,California,37.2318,121.6951,1927470,1862,73,28,0,2020-04-18
Santa Clara,CA,California,37.2318,121.6951,1927470,1878,79,16,6,2020-04-19
Santa Clara,CA,California,37.2318,121.6951,1927470,1920,83,42,4,2020-04-20
Santa Clara,CA,California,37.2318,121.6951,1927470,1943,88,23,5,2020-04-21
Santa Clara,CA,California,37.2318,121.6951,1927470,1969,94,26,6,2020-04-22
Santa Clara,CA,California,37.2318,121.6951,1927470,1996,95,27,1,2020-04-23
Santa Clara,CA,California,37.2318,121.6951,1927470,2026,98,30,3,2020-04-24
Santa Clara,CA,California,37.2318,121.6951,1927470,2045,99,19,1,2020-04-25
Santa Clara,CA,California,37.2318,121.6951,1927470,2097,102,52,3,2020-04-26
Santa Clara,CA,California,37.2318,121.6951,1927470,2104,105,7,3,2020-04-27
Santa Clara,CA,California,37.2318,121.6951,1927470,2130,106,26,1,2020-04-28
Santa Clara,CA,California,37.2318,121.6951,1927470,2147,108,17,2,2020-04-29
Santa Clara,CA,California,37.2318,121.6951,1927470,2172,111,25,3,2020-04-30
Santa Clara,CA,California,37.2318,121.6951,1927470,2176,113,4,2,2020-05-01
Santa Clara,CA,California,37.2318,121.6951,1927470,2203,115,27,2,2020-05-02
Santa Clara,CA,California,37.2318,121.6951,1927470,2235,116,32,1,2020-05-03
Santa Clara,CA,California,37.2318,121.6951,1927470,2238,119,3,3,2020-05-04
Santa Clara,CA,California,37.2318,121.6951,1927470,2249,123,11,4,2020-05-05
Santa Clara,CA,California,37.2318,121.6951,1927470,2270,126,21,3,2020-05-06
Santa Clara,CA,California,37.2318,121.6951,1927470,2281,127,11,1,2020-05-07
Santa Clara,CA,California,37.2318,121.6951,1927470,2285,130,4,3,2020-05-08
Santa Clara,CA,California,37.2318,121.6951,1927470,2317,130,32,0,2020-05-09
Santa Clara,CA,California,37.2318,121.6951,1927470,2331,130,14,0,2020-05-10
Santa Clara,CA,California,37.2318,121.6951,1927470,2340,133,9,3,2020-05-11
Santa Clara,CA,California,37.2318,121.6951,1927470,2362,133,22,0,2020-05-12
Santa Clara,CA,California,37.2318,121.6951,1927470,2370,135,8,2,2020-05-13
Santa Clara,CA,California,37.2318,121.6951,1927470,2380,135,10,0,2020-05-14
Santa Clara,CA,California,37.2318,121.6951,1927470,2395,136,15,1,2020-05-15
Santa Clara,CA,California,37.2318,121.6951,1927470,2420,136,25,0,2020-05-16
Santa Clara,CA,California,37.2318,121.6951,1927470,2453,136,33,0,2020-05-17
Santa Clara,CA,California,37.2318,121.6951,1927470,2468,136,15,0,2020-05-18
Santa Clara,CA,California,37.2318,121.6951,1927470,2480,139,12,3,2020-05-19
Santa Clara,CA,California,37.2318,121.6951,1927470,2508,139,28,0,2020-05-20
Santa Clara,CA,California,37.2318,121.6951,1927470,2520,139,12,0,2020-05-21
Santa Clara,CA,California,37.2318,121.6951,1927470,2537,139,17,0,2020-05-22
Santa Clara,CA,California,37.2318,121.6951,1927470,2593,139,56,0,2020-05-23
Santa Clara,CA,California,37.2318,121.6951,1927470,2623,139,30,0,2020-05-24
Santa Clara,CA,California,37.2318,121.6951,1927470,2647,140,24,1,2020-05-25
Santa Clara,CA,California,37.2318,121.6951,1927470,2659,140,12,0,2020-05-26
Santa Clara,CA,California,37.2318,121.6951,1927470,2680,141,21,1,2020-05-27
Santa Clara,CA,California,37.2318,121.6951,1927470,2698,141,18,0,2020-05-28
Santa Clara,CA,California,37.2318,121.6951,1927470,2707,141,9,0,2020-05-29
Santa Clara,CA,California,37.2318,121.6951,1927470,2741,141,34,0,2020-05-30
Santa Clara,CA,California,37.2318,121.6951,1927470,2785,144,44,3,2020-05-31
Santa Clara,CA,California,37.2318,121.6951,1927470,2797,144,12,0,2020-06-01
Santa Clara,CA,California,37.2318,121.6951,1927470,2819,144,22,0,2020-06-02
Santa Clara,CA,California,37.2318,121.6951,1927470,2836,144,17,0,2020-06-03
Santa Clara,CA,California,37.2318,121.6951,1927470,2871,144,35,0,2020-06-04
Santa Clara,CA,California,37.2318,121.6951,1927470,2902,144,31,0,2020-06-05
Santa Clara,CA,California,37.2318,121.6951,1927470,2934,144,32,0,2020-06-06
Santa Clara,CA,California,37.2318,121.6951,1927470,2947,144,13,0,2020-06-07
Santa Clara,CA,California,37.2318,121.6951,1927470,2971,149,24,5,2020-06-08
Santa Clara,CA,California,37.2318,121.6951,1927470,3006,149,35,0,2020-06-09
Santa Clara,CA,California,37.2318,121.6951,1927470,3032,149,26,0,2020-06-10
Santa Clara,CA,California,37.2318,121.6951,1927470,3049,149,17,0,2020-06-11
Santa Clara,CA,California,37.2318,121.6951,1927470,3099,150,50,1,2020-06-12
Santa Clara,CA,California,37.2318,121.6951,1927470,3141,150,42,0,2020-06-13
Santa Clara,CA,California,37.2318,121.6951,1927470,3178,151,37,1,2020-06-14
Santa Clara,CA,California,37.2318,121.6951,1927470,3204,152,26,1,2020-06-15
Santa Clara,CA,California,37.2318,121.6951,1927470,3228,152,24,0,2020-06-16
Santa Clara,CA,California,37.2318,121.6951,1927470,3264,152,36,0,2020-06-17
Santa Clara,CA,California,37.2318,121.6951,1927470,3338,152,74,0,2020-06-18
Santa Clara,CA,California,37.2318,121.6951,1927470,3376,152,38,0,2020-06-19
Santa Clara,CA,California,37.2318,121.6951,1927470,3435,154,59,2,2020-06-20
Santa Clara,CA,California,37.2318,121.6951,1927470,3514,154,79,0,2020-06-21
Santa Clara,CA,California,37.2318,121.6951,1927470,3580,154,66,0,2020-06-22
Santa Clara,CA,California,37.2318,121.6951,1927470,3700,155,120,1,2020-06-23
Santa Clara,CA,California,37.2318,121.6951,1927470,3812,155,112,0,2020-06-24
Santa Clara,CA,California,37.2318,121.6951,1927470,3883,155,71,0,2020-06-25
Santa Clara,CA,California,37.2318,121.6951,1927470,3985,155,102,0,2020-06-26
Santa Clara,CA,California,37.2318,121.6951,1927470,4043,155,58,0,2020-06-27
Santa Clara,CA,California,37.2318,121.6951,1927470,4193,155,150,0,2020-06-28
Santa Clara,CA,California,37.2318,121.6951,1927470,4372,156,179,1,2020-06-29
Santa Clara,CA,California,37.2318,121.6951,1927470,4476,157,104,1,2020-06-30
Santa Clara,CA,California,37.2318,121.6951,1927470,4545,158,69,1,2020-07-01
Santa Clara,CA,California,37.2318,121.6951,1927470,4722,159,177,1,2020-07-02
Santa Clara,CA,California,37.2318,121.6951,1927470,4820,160,98,1,2020-07-03
Santa Clara,CA,California,37.2318,121.6951,1927470,5045,160,225,0,2020-07-04
Santa Clara,CA,California,37.2318,121.6951,1927470,5237,161,192,1,2020-07-05
Santa Clara,CA,California,37.2318,121.6951,1927470,5369,164,132,3,2020-07-06
Santa Clara,CA,California,37.2318,121.6951,1927470,5438,165,69,1,2020-07-07
Santa Clara,CA,California,37.2318,121.6951,1927470,5510,165,72,0,2020-07-08
Santa Clara,CA,California,37.2318,121.6951,1927470,5638,166,128,1,2020-07-09
Santa Clara,CA,California,37.2318,121.6951,1927470,5819,166,181,0,2020-07-10
Santa Clara,CA,California,37.2318,121.6951,1927470,5959,166,140,0,2020-07-11
Santa Clara,CA,California,37.2318,121.6951,1927470,6252,166,293,0,2020-07-12
Santa Clara,CA,California,37.2318,121.6951,1927470,6488,167,236,1,2020-07-13
Santa Clara,CA,California,37.2318,121.6951,1927470,6686,170,198,3,2020-07-14
Santa Clara,CA,California,37.2318,121.6951,1927470,6900,173,214,3,2020-07-15
Santa Clara,CA,California,37.2318,121.6951,1927470,6990,176,90,3,2020-07-16
Santa Clara,CA,California,37.2318,121.6951,1927470,7080,177,90,1,2020-07-17
Santa Clara,CA,California,37.2318,121.6951,1927470,7255,177,175,0,2020-07-18
Santa Clara,CA,California,37.2318,121.6951,1927470,7403,177,148,0,2020-07-19
Santa Clara,CA,California,37.2318,121.6951,1927470,7711,178,308,1,2020-07-20
Santa Clara,CA,California,37.2318,121.6951,1927470,7989,178,278,0,2020-07-21
Santa Clara,CA,California,37.2318,121.6951,1927470,8266,180,277,2,2020-07-22
Santa Clara,CA,California,37.2318,121.6951,1927470,8458,181,192,1,2020-07-23
Santa Clara,CA,California,37.2318,121.6951,1927470,8658,183,200,2,2020-07-24
Santa Clara,CA,California,37.2318,121.6951,1927470,8767,184,109,1,2020-07-25
Santa Clara,CA,California,37.2318,121.6951,1927470,8986,184,219,0,2020-07-26
Santa Clara,CA,California,37.2318,121.6951,1927470,9157,184,171,0,2020-07-27
Santa Clara,CA,California,37.2318,121.6951,1927470,9307,185,150,1,2020-07-28
Santa Clara,CA,California,37.2318,121.6951,1927470,9567,187,260,2,2020-07-29
Santa Clara,CA,California,37.2318,121.6951,1927470,9708,190,141,3,2020-07-30
Santa Clara,CA,California,37.2318,121.6951,1927470,9863,191,155,1,2020-07-31
Santa Clara,CA,California,37.2318,121.6951,1927470,10281,191,418,0,2020-08-01
Santa Clara,CA,California,37.2318,121.6951,1927470,10577,191,296,0,2020-08-02
Santa Clara,CA,California,37.2318,121.6951,1927470,10747,191,170,0,2020-08-03
Santa Clara,CA,California,37.2318,121.6951,1927470,10986,192,239,1,2020-08-04
Santa Clara,CA,California,37.2318,121.6951,1927470,11074,196,88,4,2020-08-05
Santa Clara,CA,California,37.2318,121.6951,1927470,11280,196,206,0,2020-08-06
Santa Clara,CA,California,37.2318,121.6951,1927470,11409,203,129,7,2020-08-07
Santa Clara,CA,California,37.2318,121.6951,1927470,11615,204,206,1,2020-08-08
Santa Clara,CA,California,37.2318,121.6951,1927470,11878,205,263,1,2020-08-09
Santa Clara,CA,California,37.2318,121.6951,1927470,12615,205,737,0,2020-08-10
Santa Clara,CA,California,37.2318,121.6951,1927470,12920,207,305,2,2020-08-11
Santa Clara,CA,California,37.2318,121.6951,1927470,13002,207,82,0,2020-08-12
Santa Clara,CA,California,37.2318,121.6951,1927470,13257,208,255,1,2020-08-13
Santa Clara,CA,California,37.2318,121.6951,1927470,13785,208,528,0,2020-08-14
Santa Clara,CA,California,37.2318,121.6951,1927470,14105,209,320,1,2020-08-15
Santa Clara,CA,California,37.2318,121.6951,1927470,14329,209,224,0,2020-08-16
Santa Clara,CA,California,37.2318,121.6951,1927470,14546,209,217,0,2020-08-17
Santa Clara,CA,California,37.2318,121.6951,1927470,14786,213,240,4,2020-08-18
Santa Clara,CA,California,37.2318,121.6951,1927470,14994,216,208,3,2020-08-19
Santa Clara,CA,California,37.2318,121.6951,1927470,15162,217,168,1,2020-08-20
Santa Clara,CA,California,37.2318,121.6951,1927470,15399,222,237,5,2020-08-21
Santa Clara,CA,California,37.2318,121.6951,1927470,15590,224,191,2,2020-08-22
Santa Clara,CA,California,37.2318,121.6951,1927470,15912,224,322,0,2020-08-23
Santa Clara,CA,California,37.2318,121.6951,1927470,16049,224,137,0,2020-08-24
Santa Clara,CA,California,37.2318,121.6951,1927470,16199,233,150,9,2020-08-25
Santa Clara,CA,California,37.2318,121.6951,1927470,16283,237,84,4,2020-08-26
Santa Clara,CA,California,37.2318,121.6951,1927470,16495,240,212,3,2020-08-27
Santa Clara,CA,California,37.2318,121.6951,1927470,16696,245,201,5,2020-08-28
Santa Clara,CA,California,37.2318,121.6951,1927470,16898,244,202,-1,2020-08-29
Santa Clara,CA,California,37.2318,121.6951,1927470,17045,244,147,0,2020-08-30
Santa Clara,CA,California,37.2318,121.6951,1927470,17211,244,166,0,2020-08-31
Santa Clara,CA,California,37.2318,121.6951,1927470,17319,248,108,4,2020-09-01
Santa Clara,CA,California,37.2318,121.6951,1927470,17673,250,354,2,2020-09-02
Santa Clara,CA,California,37.2318,121.6951,1927470,17879,253,206,3,2020-09-03
Santa Clara,CA,California,37.2318,121.6951,1927470,18074,254,195,1,2020-09-04
Santa Clara,CA,California,37.2318,121.6951,1927470,18311,257,237,3,2020-09-05
Santa Clara,CA,California,37.2318,121.6951,1927470,18495,260,184,3,2020-09-06
Santa Clara,CA,California,37.2318,121.6951,1927470,18596,260,101,0,2020-09-07
Santa Clara,CA,California,37.2318,121.6951,1927470,18645,260,49,0,2020-09-08
Santa Clara,CA,California,37.2318,121.6951,1927470,18759,263,114,3,2020-09-09
Santa Clara,CA,California,37.2318,121.6951,1927470,18870,263,111,0,2020-09-10
Santa Clara,CA,California,37.2318,121.6951,1927470,19065,276,195,13,2020-09-11
Santa Clara,CA,California,37.2318,121.6951,1927470,19330,280,265,4,2020-09-12
Santa Clara,CA,California,37.2318,121.6951,1927470,19456,283,126,3,2020-09-13
Santa Clara,CA,California,37.2318,121.6951,1927470,19545,283,89,0,2020-09-14
Santa Clara,CA,California,37.2318,121.6951,1927470,19610,287,65,4,2020-09-15
Santa Clara,CA,California,37.2318,121.6951,1927470,19684,293,74,6,2020-09-16
Santa Clara,CA,California,37.2318,121.6951,1927470,19825,295,141,2,2020-09-17
Santa Clara,CA,California,37.2318,121.6951,1927470,20058,295,233,0,2020-09-18
Santa Clara,CA,California,37.2318,121.6951,1927470,20170,296,112,1,2020-09-19
Santa Clara,CA,California,37.2318,121.6951,1927470,20330,296,160,0,2020-09-20
Santa Clara,CA,California,37.2318,121.6951,1927470,20432,297,102,1,2020-09-21
Santa Clara,CA,California,37.2318,121.6951,1927470,20514,299,82,2,2020-09-22
Santa Clara,CA,California,37.2318,121.6951,1927470,20575,300,61,1,2020-09-23
Santa Clara,CA,California,37.2318,121.6951,1927470,20689,304,114,4,2020-09-24
Santa Clara,CA,California,37.2318,121.6951,1927470,20812,306,123,2,2020-09-25
Santa Clara,CA,California,37.2318,121.6951,1927470,20967,311,155,5,2020-09-26
Santa Clara,CA,California,37.2318,121.6951,1927470,21091,312,124,1,2020-09-27
Santa Clara,CA,California,37.2318,121.6951,1927470,21180,314,89,2,2020-09-28
Santa Clara,CA,California,37.2318,121.6951,1927470,21233,318,53,4,2020-09-29
Santa Clara,CA,California,37.2318,121.6951,1927470,21318,322,85,4,2020-09-30
Santa Clara,CA,California,37.2318,121.6951,1927470,21398,325,80,3,2020-10-01
Santa Clara,CA,California,37.2318,121.6951,1927470,21545,330,147,5,2020-10-02
Santa Clara,CA,California,37.2318,121.6951,1927470,21672,333,127,3,2020-10-03
Santa Clara,CA,California,37.2318,121.6951,1927470,21780,344,108,11,2020-10-04
Santa Clara,CA,California,37.2318,121.6951,1927470,21861,345,81,1,2020-10-05
Santa Clara,CA,California,37.2318,121.6951,1927470,21914,347,53,2,2020-10-06
Santa Clara,CA,California,37.2318,121.6951,1927470,21993,353,79,6,2020-10-07
Santa Clara,CA,California,37.2318,121.6951,1927470,22095,354,102,1,2020-10-08
Santa Clara,CA,California,37.2318,121.6951,1927470,22251,357,156,3,2020-10-09
Santa Clara,CA,California,37.2318,121.6951,1927470,22354,357,103,0,2020-10-10
Santa Clara,CA,California,37.2318,121.6951,1927470,22487,357,133,0,2020-10-11
Santa Clara,CA,California,37.2318,121.6951,1927470,22578,362,91,5,2020-10-12
Santa Clara,CA,California,37.2318,121.6951,1927470,22678,363,100,1,2020-10-13
Santa Clara,CA,California,37.2318,121.6951,1927470,22735,363,57,0,2020-10-14
Santa Clara,CA,California,37.2318,121.6951,1927470,22808,367,73,4,2020-10-15
Santa Clara,CA,California,37.2318,121.6951,1927470,22920,373,112,6,2020-10-16
Santa Clara,CA,California,37.2318,121.6951,1927470,22997,373,77,0,2020-10-17
Santa Clara,CA,California,37.2318,121.6951,1927470,23169,373,172,0,2020-10-18
Santa Clara,CA,California,37.2318,121.6951,1927470,23301,378,132,5,2020-10-19
Santa Clara,CA,California,37.2318,121.6951,1927470,23406,382,105,4,2020-10-20
Santa Clara,CA,California,37.2318,121.6951,1927470,23537,385,131,3,2020-10-21
Santa Clara,CA,California,37.2318,121.6951,1927470,23621,385,84,0,2020-10-22
Santa Clara,CA,California,37.2318,121.6951,1927470,23822,388,201,3,2020-10-23
Santa Clara,CA,California,37.2318,121.6951,1927470,23978,388,156,0,2020-10-24
Santa Clara,CA,California,37.2318,121.6951,1927470,24087,388,109,0,2020-10-25
Santa Clara,CA,California,37.2318,121.6951,1927470,24258,388,171,0,2020-10-26
Santa Clara,CA,California,37.2318,121.6951,1927470,24368,392,110,4,2020-10-27
Santa Clara,CA,California,37.2318,121.6951,1927470,24503,402,135,10,2020-10-28
Santa Clara,CA,California,37.2318,121.6951,1927470,24614,404,111,2,2020-10-29
Santa Clara,CA,California,37.2318,121.6951,1927470,24811,406,197,2,2020-10-30
Santa Clara,CA,California,37.2318,121.6951,1927470,24957,406,146,0,2020-10-31
Santa Clara,CA,California,37.2318,121.6951,1927470,25090,406,133,0,2020-11-01
Santa Clara,CA,California,37.2318,121.6951,1927470,25222,406,132,0,2020-11-02
Santa Clara,CA,California,37.2318,121.6951,1927470,25386,412,164,6,2020-11-03
Santa Clara,CA,California,37.2318,121.6951,1927470,25487,421,101,9,2020-11-04
Santa Clara,CA,California,37.2318,121.6951,1927470,25651,424,164,3,2020-11-05
Santa Clara,CA,California,37.2318,121.6951,1927470,25831,430,180,6,2020-11-06
Santa Clara,CA,California,37.2318,121.6951,1927470,26087,430,256,0,2020-11-07
Santa Clara,CA,California,37.2318,121.6951,1927470,26442,430,355,0,2020-11-08
Santa Clara,CA,California,37.2318,121.6951,1927470,26693,433,251,3,2020-11-09
Santa Clara,CA,California,37.2318,121.6951,1927470,26917,436,224,3,2020-11-10
Santa Clara,CA,California,37.2318,121.6951,1927470,27075,440,158,4,2020-11-11
Santa Clara,CA,California,37.2318,121.6951,1927470,27261,440,186,0,2020-11-12
Santa Clara,CA,California,37.2318,121.6951,1927470,27609,444,348,4,2020-11-13
Santa Clara,CA,California,37.2318,121.6951,1927470,27962,444,353,0,2020-11-14
Santa Clara,CA,California,37.2318,121.6951,1927470,28289,444,327,0,2020-11-15
Santa Clara,CA,California,37.2318,121.6951,1927470,28673,445,384,1,2020-11-16
Santa Clara,CA,California,37.2318,121.6951,1927470,29013,447,340,2,2020-11-17
Santa Clara,CA,California,37.2318,121.6951,1927470,29285,453,272,6,2020-11-18
Santa Clara,CA,California,37.2318,121.6951,1927470,29630,459,345,6,2020-11-19
Santa Clara,CA,California,37.2318,121.6951,1927470,30002,463,372,4,2020-11-20
Santa Clara,CA,California,37.2318,121.6951,1927470,30377,463,375,0,2020-11-21
Santa Clara,CA,California,37.2318,121.6951,1927470,30633,463,256,0,2020-11-22
Santa Clara,CA,California,37.2318,121.6951,1927470,31064,464,431,1,2020-11-23
Santa Clara,CA,California,37.2318,121.6951,1927470,31564,467,500,3,2020-11-24
Santa Clara,CA,California,37.2318,121.6951,1927470,32032,470,468,3,2020-11-25
Santa Clara,CA,California,37.2318,121.6951,1927470,32411,476,379,6,2020-11-26
Santa Clara,CA,California,37.2318,121.6951,1927470,32935,476,524,0,2020-11-27
Santa Clara,CA,California,37.2318,121.6951,1927470,33701,476,766,0,2020-11-28
Santa Clara,CA,California,37.2318,121.6951,1927470,34234,476,533,0,2020-11-29
Santa Clara,CA,California,37.2318,121.6951,1927470,35019,476,785,0,2020-11-30
Santa Clara,CA,California,37.2318,121.6951,1927470,35397,482,378,6,2020-12-01
Santa Clara,CA,California,37.2318,121.6951,1927470,35878,486,481,4,2020-12-02
Santa Clara,CA,California,37.2318,121.6951,1927470,36621,495,743,9,2020-12-03
Santa Clara,CA,California,37.2318,121.6951,1927470,37465,503,844,8,2020-12-04
Santa Clara,CA,California,37.2318,121.6951,1927470,38339,503,874,0,2020-12-05
Santa Clara,CA,California,37.2318,121.6951,1927470,39112,503,773,0,2020-12-06
Santa Clara,CA,California,37.2318,121.6951,1927470,40621,511,1509,8,2020-12-07
Santa Clara,CA,California,37.2318,121.6951,1927470,41309,512,688,1,2020-12-08
Santa Clara,CA,California,37.2318,121.6951,1927470,42912,515,1603,3,2020-12-09
Santa Clara,CA,California,37.2318,121.6951,1927470,43939,519,1027,4,2020-12-10
Santa Clara,CA,California,37.2318,121.6951,1927470,45101,526,1162,7,2020-12-11
Santa Clara,CA,California,37.2318,121.6951,1927470,45892,526,791,0,2020-12-12
Santa Clara,CA,California,37.2318,121.6951,1927470,47920,526,2028,0,2020-12-13
Santa Clara,CA,California,37.2318,121.6951,1927470,49180,529,1260,3,2020-12-14
Santa Clara,CA,California,37.2318,121.6951,1927470,50311,553,1131,24,2020-12-15
Santa Clara,CA,California,37.2318,121.6951,1927470,51502,561,1191,8,2020-12-16
Santa Clara,CA,California,37.2318,121.6951,1927470,52559,566,1057,5,2020-12-17
Santa Clara,CA,California,37.2318,121.6951,1927470,53992,583,1433,17,2020-12-18
Santa Clara,CA,California,37.2318,121.6951,1927470,55540,583,1548,0,2020-12-19
Santa Clara,CA,California,37.2318,121.6951,1927470,56860,583,1320,0,2020-12-20
Santa Clara,CA,California,37.2318,121.6951,1927470,57699,607,839,24,2020-12-21
Santa Clara,CA,California,37.2318,121.6951,1927470,59192,615,1493,8,2020-12-22
Santa Clara,CA,California,37.2318,121.6951,1927470,60455,632,1263,17,2020-12-23
Santa Clara,CA,California,37.2318,121.6951,1927470,61742,643,1287,11,2020-12-24
Santa Clara,CA,California,37.2318,121.6951,1927470,63173,643,1431,0,2020-12-25
Santa Clara,CA,California,37.2318,121.6951,1927470,64185,652,1012,9,2020-12-26
Santa Clara,CA,California,37.2318,121.6951,1927470,65288,652,1103,0,2020-12-27
Santa Clara,CA,California,37.2318,121.6951,1927470,66418,652,1130,0,2020-12-28
Santa Clara,CA,California,37.2318,121.6951,1927470,67581,673,1163,21,2020-12-29
Santa Clara,CA,California,37.2318,121.6951,1927470,68217,673,636,0,2020-12-30
Santa Clara,CA,California,37.2318,121.6951,1927470,70032,709,1815,36,2020-12-31
Santa Clara,CA,California,37.2318,121.6951,1927470,71904,747,1872,38,2021-01-01
Santa Clara,CA,California,37.2318,121.6951,1927470,73662,747,1758,0,2021-01-02
Santa Clara,CA,California,37.2318,121.6951,1927470,74527,747,865,0,2021-01-03
Santa Clara,CA,California,37.2318,121.6951,1927470,75297,747,770,0,2021-01-04
Santa Clara,CA,California,37.2318,121.6951,1927470,76355,771,1058,24,2021-01-05
Santa Clara,CA,California,37.2318,121.6951,1927470,77485,799,1130,28,2021-01-06
Santa Clara,CA,California,37.2318,121.6951,1927470,78808,815,1323,16,2021-01-07
Santa Clara,CA,California,37.2318,121.6951,1927470,80561,843,1753,28,2021-01-08
Santa Clara,CA,California,37.2318,121.6951,1927470,82269,883,1708,40,2021-01-09
Santa Clara,CA,California,37.2318,121.6951,1927470,83779,883,1510,0,2021-01-10
Santa Clara,CA,California,37.2318,121.6951,1927470,84851,944,1072,61,2021-01-11
Santa Clara,CA,California,37.2318,121.6951,1927470,86075,986,1224,42,2021-01-12
Santa Clara,CA,California,37.2318,121.6951,1927470,87187,1011,1112,25,2021-01-13
Santa Clara,CA,California,37.2318,121.6951,1927470,88505,1028,1318,17,2021-01-14
Santa Clara,CA,California,37.2318,121.6951,1927470,90103,1040,1598,12,2021-01-15
Santa Clara,CA,California,37.2318,121.6951,1927470,91584,1060,1481,20,2021-01-16
Santa Clara,CA,California,37.2318,121.6951,1927470,92752,1065,1168,5,2021-01-17
Santa Clara,CA,California,37.2318,121.6951,1927470,93688,1076,936,11,2021-01-18
Santa Clara,CA,California,37.2318,121.6951,1927470,94483,1109,795,33,2021-01-19
Santa Clara,CA,California,37.2318,121.6951,1927470,94995,1129,512,20,2021-01-20
Santa Clara,CA,California,37.2318,121.6951,1927470,96028,1158,1033,29,2021-01-21
Santa Clara,CA,California,37.2318,121.6951,1927470,96435,1181,407,23,2021-01-22
Santa Clara,CA,California,37.2318,121.6951,1927470,97189,1181,754,0,2021-01-23
Santa Clara,CA,California,37.2318,121.6951,1927470,98103,1234,914,53,2021-01-24
Santa Clara,CA,California,37.2318,121.6951,1927470,98647,1264,544,30,2021-01-25
Santa Clara,CA,California,37.2318,121.6951,1927470,99215,1278,568,14,2021-01-26
Santa Clara,CA,California,37.2318,121.6951,1927470,99732,1314,517,36,2021-01-27
Santa Clara,CA,California,37.2318,121.6951,1927470,100470,1344,738,30,2021-01-28
Santa Clara,CA,California,37.2318,121.6951,1927470,101010,1372,540,28,2021-01-29
Santa Clara,CA,California,37.2318,121.6951,1927470,101471,1395,461,23,2021-01-30
Santa Clara,CA,California,37.2318,121.6951,1927470,101986,1414,515,19,2021-01-31
Santa Clara,CA,California,37.2318,121.6951,1927470,102462,1418,476,4,2021-02-01
Santa Clara,CA,California,37.2318,121.6951,1927470,102872,1433,410,15,2021-02-02
Santa Clara,CA,California,37.2318,121.6951,1927470,103278,1473,406,40,2021-02-03
Santa Clara,CA,California,37.2318,121.6951,1927470,103781,1505,503,32,2021-02-04
Santa Clara,CA,California,37.2318,121.6951,1927470,104112,1523,331,18,2021-02-05
Santa Clara,CA,California,37.2318,121.6951,1927470,104639,1528,527,5,2021-02-06
Santa Clara,CA,California,37.2318,121.6951,1927470,105118,1540,479,12,2021-02-07
Santa Clara,CA,California,37.2318,121.6951,1927470,105413,1546,295,6,2021-02-08
Santa Clara,CA,California,37.2318,121.6951,1927470,105762,1576,349,30,2021-02-09
Santa Clara,CA,California,37.2318,121.6951,1927470,106048,1594,286,18,2021-02-10
